posicao,titulo,dataLeitura,ano,duracao,classificacao,nota
36,Planeta dos Macacos: O Confronto,5/15/2024,2014,2h 10m,14,76
36,Planeta dos Macacos: O Confronto,5/16/2024,2014,2h 10m,14,76
36,Planeta dos Macacos: O Confronto,5/17/2024,2014,2h 10m,14,76
36,Planeta dos Macacos: O Confronto,5/18/2024,2014,2h 10m,14,76
36,Planeta dos Macacos: O Confronto,5/19/2024,2014,2h 10m,14,76
25,Planeta dos Macacos: O Confronto,5/21/2024,2014,2h 10m,14,76
25,Planeta dos Macacos: O Confronto,5/22/2024,2014,2h 10m,14,76
25,Planeta dos Macacos: O Confronto,5/23/2024,2014,2h 10m,14,76
25,Planeta dos Macacos: O Confronto,5/24/2024,2014,2h 10m,14,76
25,Planeta dos Macacos: O Confronto,5/25/2024,2014,2h 10m,14,76
25,Planeta dos Macacos: O Confronto,5/26/2024,2014,2h 10m,14,76
51,Planeta dos Macacos: O Confronto,5/29/2024,2014,2h 10m,14,76
51,Planeta dos Macacos: O Confronto,5/30/2024,2014,2h 10m,14,76
94,Batman: O Cavaleiro das Trevas,5/6/2024,2008,2h 32m,12,90
94,Batman: O Cavaleiro das Trevas,5/7/2024,2008,2h 32m,12,90
94,Batman: O Cavaleiro das Trevas,5/8/2024,2008,2h 32m,12,90
94,Batman: O Cavaleiro das Trevas,5/9/2024,2008,2h 32m,12,90
94,Batman: O Cavaleiro das Trevas,5/11/2024,2008,2h 32m,12,90
97,Gladiador,5/6/2024,2000,2h 35m,14,85
97,Gladiador,5/7/2024,2000,2h 35m,14,85
97,Gladiador,5/8/2024,2000,2h 35m,14,85
97,Gladiador,5/9/2024,2000,2h 35m,14,85
97,Gladiador,5/11/2024,2000,2h 35m,14,85
97,Gladiador,5/13/2024,2000,2h 35m,14,85
97,Gladiador,5/14/2024,2000,2h 35m,14,85
97,Gladiador,5/15/2024,2000,2h 35m,14,85
97,Gladiador,5/16/2024,2000,2h 35m,14,85
97,Gladiador,5/17/2024,2000,2h 35m,14,85
97,Gladiador,5/18/2024,2000,2h 35m,14,85
97,Gladiador,5/19/2024,2000,2h 35m,14,85
98,The Long Gameb,5/6/2024,2023,1h 52m,PG,67
98,The Long Gameb,5/7/2024,2023,1h 52m,PG,67
98,The Long Gameb,5/8/2024,2023,1h 52m,PG,67
98,The Long Gameb,5/9/2024,2023,1h 52m,PG,67
98,The Long Gameb,5/11/2024,2023,1h 52m,PG,67
8,Twisters,5/13/2024,2024,,,NULL
8,Twisters,5/14/2024,2024,,,NULL
8,Twisters,5/15/2024,2024,,,NULL
8,Twisters,5/16/2024,2024,,,NULL
8,Twisters,5/17/2024,2024,,,NULL
8,Twisters,5/18/2024,2024,,,NULL
8,Twisters,5/19/2024,2024,,,NULL
17,Twisters,5/21/2024,2024,,,NULL
17,Twisters,5/22/2024,2024,,,NULL
17,Twisters,5/23/2024,2024,,,NULL
17,Twisters,5/24/2024,2024,,,NULL
17,Twisters,5/25/2024,2024,,,NULL
17,Twisters,5/26/2024,2024,,,NULL
70,Twisters,5/29/2024,2024,,,NULL
70,Twisters,5/30/2024,2024,,,NULL
17,A Mãe da Noiva,5/13/2024,2024,1h 28m,TV-PG,50
17,A Mãe da Noiva,5/14/2024,2024,1h 28m,TV-PG,50
17,A Mãe da Noiva,5/15/2024,2024,1h 28m,TV-PG,50
17,A Mãe da Noiva,5/16/2024,2024,1h 28m,TV-PG,50
17,A Mãe da Noiva,5/17/2024,2024,1h 28m,TV-PG,50
17,A Mãe da Noiva,5/18/2024,2024,1h 28m,TV-PG,50
17,A Mãe da Noiva,5/19/2024,2024,1h 28m,TV-PG,50
6,A Mãe da Noiva,5/21/2024,2024,1h 28m,TV-PG,50
6,A Mãe da Noiva,5/22/2024,2024,1h 28m,TV-PG,50
6,A Mãe da Noiva,5/23/2024,2024,1h 28m,TV-PG,50
6,A Mãe da Noiva,5/24/2024,2024,1h 28m,TV-PG,50
6,A Mãe da Noiva,5/25/2024,2024,1h 28m,TV-PG,50
6,A Mãe da Noiva,5/26/2024,2024,1h 28m,TV-PG,50
24,A Mãe da Noiva,5/29/2024,2024,1h 28m,TV-PG,50
24,A Mãe da Noiva,5/30/2024,2024,1h 28m,TV-PG,50
25,Shaitaan,5/13/2024,2024,2h 12m,16,68
25,Shaitaan,5/14/2024,2024,2h 12m,16,68
25,Shaitaan,5/15/2024,2024,2h 12m,16,68
25,Shaitaan,5/16/2024,2024,2h 12m,16,68
25,Shaitaan,5/17/2024,2024,2h 12m,16,68
25,Shaitaan,5/18/2024,2024,2h 12m,16,68
25,Shaitaan,5/19/2024,2024,2h 12m,16,68
60,Shaitaan,5/21/2024,2024,2h 12m,16,68
60,Shaitaan,5/22/2024,2024,2h 12m,16,68
60,Shaitaan,5/23/2024,2024,2h 12m,16,68
60,Shaitaan,5/24/2024,2024,2h 12m,16,68
60,Shaitaan,5/25/2024,2024,2h 12m,16,68
60,Shaitaan,5/26/2024,2024,2h 12m,16,68
31,Star Wars: Episódio I - A Ameaça Fantasma,5/13/2024,1999,2h 16m,Livre,65
31,Star Wars: Episódio I - A Ameaça Fantasma,5/14/2024,1999,2h 16m,Livre,65
31,Star Wars: Episódio I - A Ameaça Fantasma,5/15/2024,1999,2h 16m,Livre,65
31,Star Wars: Episódio I - A Ameaça Fantasma,5/16/2024,1999,2h 16m,Livre,65
31,Star Wars: Episódio I - A Ameaça Fantasma,5/17/2024,1999,2h 16m,Livre,65
31,Star Wars: Episódio I - A Ameaça Fantasma,5/18/2024,1999,2h 16m,Livre,65
31,Star Wars: Episódio I - A Ameaça Fantasma,5/19/2024,1999,2h 16m,Livre,65
90,Star Wars: Episódio I - A Ameaça Fantasma,5/21/2024,1999,2h 16m,Livre,65
90,Star Wars: Episódio I - A Ameaça Fantasma,5/22/2024,1999,2h 16m,Livre,65
90,Star Wars: Episódio I - A Ameaça Fantasma,5/23/2024,1999,2h 16m,Livre,65
90,Star Wars: Episódio I - A Ameaça Fantasma,5/24/2024,1999,2h 16m,Livre,65
90,Star Wars: Episódio I - A Ameaça Fantasma,5/25/2024,1999,2h 16m,Livre,65
90,Star Wars: Episódio I - A Ameaça Fantasma,5/26/2024,1999,2h 16m,Livre,65
41,Superman,5/13/2024,2025,,,NULL
41,Superman,5/14/2024,2025,,,NULL
41,Superman,5/15/2024,2025,,,NULL
41,Superman,5/16/2024,2025,,,NULL
41,Superman,5/17/2024,2025,,,NULL
41,Superman,5/18/2024,2025,,,NULL
41,Superman,5/19/2024,2025,,,NULL
43,The Roast of Tom Brady,5/13/2024,2024,2h 59m,TV-MA,77
43,The Roast of Tom Brady,5/14/2024,2024,2h 59m,TV-MA,77
43,The Roast of Tom Brady,5/15/2024,2024,2h 59m,TV-MA,77
43,The Roast of Tom Brady,5/16/2024,2024,2h 59m,TV-MA,77
43,The Roast of Tom Brady,5/17/2024,2024,2h 59m,TV-MA,77
43,The Roast of Tom Brady,5/18/2024,2024,2h 59m,TV-MA,77
43,The Roast of Tom Brady,5/19/2024,2024,2h 59m,TV-MA,77
46,Noites Brutais,5/13/2024,2022,1h 42m,18,70
46,Noites Brutais,5/14/2024,2022,1h 42m,18,70
46,Noites Brutais,5/15/2024,2022,1h 42m,18,70
46,Noites Brutais,5/16/2024,2022,1h 42m,18,70
46,Noites Brutais,5/17/2024,2022,1h 42m,18,70
46,Noites Brutais,5/18/2024,2022,1h 42m,18,70
46,Noites Brutais,5/19/2024,2022,1h 42m,18,70
78,Noites Brutais,5/21/2024,2022,1h 42m,18,70
78,Noites Brutais,5/22/2024,2022,1h 42m,18,70
78,Noites Brutais,5/23/2024,2022,1h 42m,18,70
78,Noites Brutais,5/24/2024,2022,1h 42m,18,70
78,Noites Brutais,5/25/2024,2022,1h 42m,18,70
78,Noites Brutais,5/26/2024,2022,1h 42m,18,70
52,O Corvo,5/13/2024,2024,,,NULL
52,O Corvo,5/14/2024,2024,,,NULL
52,O Corvo,5/15/2024,2024,,,NULL
52,O Corvo,5/16/2024,2024,,,NULL
52,O Corvo,5/17/2024,2024,,,NULL
52,O Corvo,5/18/2024,2024,,,NULL
52,O Corvo,5/19/2024,2024,,,NULL
44,O Corvo,5/21/2024,2024,,,NULL
44,O Corvo,5/22/2024,2024,,,NULL
44,O Corvo,5/23/2024,2024,,,NULL
44,O Corvo,5/24/2024,2024,,,NULL
44,O Corvo,5/25/2024,2024,,,NULL
44,O Corvo,5/26/2024,2024,,,NULL
99,O Corvo,5/29/2024,2024,,,NULL
99,O Corvo,5/30/2024,2024,,,NULL
55,Meu Malvado Favorito 4,5/13/2024,2024,1h 35m,PG,NULL
55,Meu Malvado Favorito 4,5/14/2024,2024,1h 35m,PG,NULL
55,Meu Malvado Favorito 4,5/15/2024,2024,1h 35m,PG,NULL
55,Meu Malvado Favorito 4,5/16/2024,2024,1h 35m,PG,NULL
55,Meu Malvado Favorito 4,5/17/2024,2024,1h 35m,PG,NULL
55,Meu Malvado Favorito 4,5/18/2024,2024,1h 35m,PG,NULL
55,Meu Malvado Favorito 4,5/19/2024,2024,1h 35m,PG,NULL
58,O Planeta dos Macacos,5/13/2024,1968,1h 52m,12,80
58,O Planeta dos Macacos,5/14/2024,1968,1h 52m,12,80
58,O Planeta dos Macacos,5/15/2024,1968,1h 52m,12,80
58,O Planeta dos Macacos,5/16/2024,1968,1h 52m,12,80
58,O Planeta dos Macacos,5/17/2024,1968,1h 52m,12,80
58,O Planeta dos Macacos,5/18/2024,1968,1h 52m,12,80
58,O Planeta dos Macacos,5/19/2024,1968,1h 52m,12,80
38,O Planeta dos Macacos,5/21/2024,1968,1h 52m,12,80
38,O Planeta dos Macacos,5/22/2024,1968,1h 52m,12,80
38,O Planeta dos Macacos,5/23/2024,1968,1h 52m,12,80
38,O Planeta dos Macacos,5/24/2024,1968,1h 52m,12,80
38,O Planeta dos Macacos,5/25/2024,1968,1h 52m,12,80
38,O Planeta dos Macacos,5/26/2024,1968,1h 52m,12,80
81,O Planeta dos Macacos,5/29/2024,1968,1h 52m,12,80
81,O Planeta dos Macacos,5/30/2024,1968,1h 52m,12,80
59,Exhuma,5/13/2024,2024,2h 14m,,70
59,Exhuma,5/14/2024,2024,2h 14m,,70
59,Exhuma,5/15/2024,2024,2h 14m,,70
59,Exhuma,5/16/2024,2024,2h 14m,,70
59,Exhuma,5/17/2024,2024,2h 14m,,70
59,Exhuma,5/18/2024,2024,2h 14m,,70
59,Exhuma,5/19/2024,2024,2h 14m,,70
97,Exhuma,5/21/2024,2024,2h 14m,,70
97,Exhuma,5/22/2024,2024,2h 14m,,70
97,Exhuma,5/23/2024,2024,2h 14m,,70
97,Exhuma,5/24/2024,2024,2h 14m,,70
97,Exhuma,5/25/2024,2024,2h 14m,,70
97,Exhuma,5/26/2024,2024,2h 14m,,70
63,Um Lugar Bem Longe Daqui,5/13/2024,2022,2h 5m,14,72
63,Um Lugar Bem Longe Daqui,5/14/2024,2022,2h 5m,14,72
63,Um Lugar Bem Longe Daqui,5/15/2024,2022,2h 5m,14,72
63,Um Lugar Bem Longe Daqui,5/16/2024,2022,2h 5m,14,72
63,Um Lugar Bem Longe Daqui,5/17/2024,2022,2h 5m,14,72
63,Um Lugar Bem Longe Daqui,5/18/2024,2022,2h 5m,14,72
63,Um Lugar Bem Longe Daqui,5/19/2024,2022,2h 5m,14,72
66,Um Lugar Bem Longe Daqui,5/21/2024,2022,2h 5m,14,72
66,Um Lugar Bem Longe Daqui,5/22/2024,2022,2h 5m,14,72
66,Um Lugar Bem Longe Daqui,5/23/2024,2022,2h 5m,14,72
66,Um Lugar Bem Longe Daqui,5/24/2024,2022,2h 5m,14,72
66,Um Lugar Bem Longe Daqui,5/25/2024,2022,2h 5m,14,72
66,Um Lugar Bem Longe Daqui,5/26/2024,2022,2h 5m,14,72
79,Um Lugar Bem Longe Daqui,5/29/2024,2022,2h 5m,14,72
79,Um Lugar Bem Longe Daqui,5/30/2024,2022,2h 5m,14,72
64,In a Violent Nature,5/13/2024,2024,1h 34m,,57
64,In a Violent Nature,5/14/2024,2024,1h 34m,,57
64,In a Violent Nature,5/15/2024,2024,1h 34m,,57
64,In a Violent Nature,5/16/2024,2024,1h 34m,,57
64,In a Violent Nature,5/17/2024,2024,1h 34m,,57
64,In a Violent Nature,5/18/2024,2024,1h 34m,,57
64,In a Violent Nature,5/19/2024,2024,1h 34m,,57
67,In a Violent Nature,5/21/2024,2024,1h 34m,,57
67,In a Violent Nature,5/22/2024,2024,1h 34m,,57
67,In a Violent Nature,5/23/2024,2024,1h 34m,,57
67,In a Violent Nature,5/24/2024,2024,1h 34m,,57
67,In a Violent Nature,5/25/2024,2024,1h 34m,,57
67,In a Violent Nature,5/26/2024,2024,1h 34m,,57
75,In a Violent Nature,5/29/2024,2024,1h 34m,,57
75,In a Violent Nature,5/30/2024,2024,1h 34m,,57
67,Continência ao Amor,5/13/2024,2022,2h 2m,14,67
67,Continência ao Amor,5/14/2024,2022,2h 2m,14,67
67,Continência ao Amor,5/15/2024,2022,2h 2m,14,67
67,Continência ao Amor,5/16/2024,2022,2h 2m,14,67
67,Continência ao Amor,5/17/2024,2022,2h 2m,14,67
67,Continência ao Amor,5/18/2024,2022,2h 2m,14,67
67,Continência ao Amor,5/19/2024,2022,2h 2m,14,67
68,Um Lugar Silencioso: Dia Um,5/13/2024,2024,1h 40m,,NULL
68,Um Lugar Silencioso: Dia Um,5/14/2024,2024,1h 40m,,NULL
68,Um Lugar Silencioso: Dia Um,5/15/2024,2024,1h 40m,,NULL
68,Um Lugar Silencioso: Dia Um,5/16/2024,2024,1h 40m,,NULL
68,Um Lugar Silencioso: Dia Um,5/17/2024,2024,1h 40m,,NULL
68,Um Lugar Silencioso: Dia Um,5/18/2024,2024,1h 40m,,NULL
68,Um Lugar Silencioso: Dia Um,5/19/2024,2024,1h 40m,,NULL
55,Um Lugar Silencioso: Dia Um,5/21/2024,2024,1h 40m,,NULL
55,Um Lugar Silencioso: Dia Um,5/22/2024,2024,1h 40m,,NULL
55,Um Lugar Silencioso: Dia Um,5/23/2024,2024,1h 40m,,NULL
55,Um Lugar Silencioso: Dia Um,5/24/2024,2024,1h 40m,,NULL
55,Um Lugar Silencioso: Dia Um,5/25/2024,2024,1h 40m,,NULL
55,Um Lugar Silencioso: Dia Um,5/26/2024,2024,1h 40m,,NULL
71,"Vermelho, Branco e Sangue Azul",5/13/2024,2023,1h 58m,16,70
71,"Vermelho, Branco e Sangue Azul",5/14/2024,2023,1h 58m,16,70
71,"Vermelho, Branco e Sangue Azul",5/15/2024,2023,1h 58m,16,70
71,"Vermelho, Branco e Sangue Azul",5/16/2024,2023,1h 58m,16,70
71,"Vermelho, Branco e Sangue Azul",5/17/2024,2023,1h 58m,16,70
71,"Vermelho, Branco e Sangue Azul",5/18/2024,2023,1h 58m,16,70
71,"Vermelho, Branco e Sangue Azul",5/19/2024,2023,1h 58m,16,70
74,Twister,5/13/2024,1996,1h 53m,Livre,65
74,Twister,5/14/2024,1996,1h 53m,Livre,65
74,Twister,5/15/2024,1996,1h 53m,Livre,65
74,Twister,5/16/2024,1996,1h 53m,Livre,65
74,Twister,5/17/2024,1996,1h 53m,Livre,65
74,Twister,5/18/2024,1996,1h 53m,Livre,65
74,Twister,5/19/2024,1996,1h 53m,Livre,65
64,Twister,5/21/2024,1996,1h 53m,Livre,65
64,Twister,5/22/2024,1996,1h 53m,Livre,65
64,Twister,5/23/2024,1996,1h 53m,Livre,65
64,Twister,5/24/2024,1996,1h 53m,Livre,65
64,Twister,5/25/2024,1996,1h 53m,Livre,65
64,Twister,5/26/2024,1996,1h 53m,Livre,65
76,Os Estranhos: Capítulo 1,5/13/2024,2024,1h 31m,16,NULL
76,Os Estranhos: Capítulo 1,5/14/2024,2024,1h 31m,16,NULL
76,Os Estranhos: Capítulo 1,5/15/2024,2024,1h 31m,16,NULL
76,Os Estranhos: Capítulo 1,5/16/2024,2024,1h 31m,16,NULL
76,Os Estranhos: Capítulo 1,5/17/2024,2024,1h 31m,16,NULL
76,Os Estranhos: Capítulo 1,5/18/2024,2024,1h 31m,16,NULL
76,Os Estranhos: Capítulo 1,5/19/2024,2024,1h 31m,16,NULL
20,Os Estranhos: Capítulo 1,5/21/2024,2024,1h 31m,16,NULL
20,Os Estranhos: Capítulo 1,5/22/2024,2024,1h 31m,16,NULL
20,Os Estranhos: Capítulo 1,5/23/2024,2024,1h 31m,16,NULL
20,Os Estranhos: Capítulo 1,5/24/2024,2024,1h 31m,16,NULL
20,Os Estranhos: Capítulo 1,5/25/2024,2024,1h 31m,16,NULL
20,Os Estranhos: Capítulo 1,5/26/2024,2024,1h 31m,16,NULL
17,Os Estranhos: Capítulo 1,5/29/2024,2024,1h 31m,16,NULL
17,Os Estranhos: Capítulo 1,5/30/2024,2024,1h 31m,16,NULL
79,Star Wars: Episódio IV - Uma Nova Esperança,5/13/2024,1977,2h 1m,Livre,86
79,Star Wars: Episódio IV - Uma Nova Esperança,5/14/2024,1977,2h 1m,Livre,86
79,Star Wars: Episódio IV - Uma Nova Esperança,5/15/2024,1977,2h 1m,Livre,86
79,Star Wars: Episódio IV - Uma Nova Esperança,5/16/2024,1977,2h 1m,Livre,86
79,Star Wars: Episódio IV - Uma Nova Esperança,5/17/2024,1977,2h 1m,Livre,86
79,Star Wars: Episódio IV - Uma Nova Esperança,5/18/2024,1977,2h 1m,Livre,86
79,Star Wars: Episódio IV - Uma Nova Esperança,5/19/2024,1977,2h 1m,Livre,86
82,O Preço da Verdade,5/13/2024,2019,2h 6m,12,76
82,O Preço da Verdade,5/14/2024,2019,2h 6m,12,76
82,O Preço da Verdade,5/15/2024,2019,2h 6m,12,76
82,O Preço da Verdade,5/16/2024,2019,2h 6m,12,76
82,O Preço da Verdade,5/17/2024,2019,2h 6m,12,76
82,O Preço da Verdade,5/18/2024,2019,2h 6m,12,76
82,O Preço da Verdade,5/19/2024,2019,2h 6m,12,76
100,O Preço da Verdade,5/21/2024,2019,2h 6m,12,76
100,O Preço da Verdade,5/22/2024,2019,2h 6m,12,76
100,O Preço da Verdade,5/23/2024,2019,2h 6m,12,76
100,O Preço da Verdade,5/24/2024,2019,2h 6m,12,76
100,O Preço da Verdade,5/25/2024,2019,2h 6m,12,76
100,O Preço da Verdade,5/26/2024,2019,2h 6m,12,76
85,O Protetor: Capítulo Final,5/13/2024,2023,1h 49m,18,68
85,O Protetor: Capítulo Final,5/14/2024,2023,1h 49m,18,68
85,O Protetor: Capítulo Final,5/15/2024,2023,1h 49m,18,68
85,O Protetor: Capítulo Final,5/16/2024,2023,1h 49m,18,68
85,O Protetor: Capítulo Final,5/17/2024,2023,1h 49m,18,68
85,O Protetor: Capítulo Final,5/18/2024,2023,1h 49m,18,68
85,O Protetor: Capítulo Final,5/19/2024,2023,1h 49m,18,68
86,Force of Nature: The Dry 2,5/13/2024,2024,2h,R,62
86,Force of Nature: The Dry 2,5/14/2024,2024,2h,R,62
86,Force of Nature: The Dry 2,5/15/2024,2024,2h,R,62
86,Force of Nature: The Dry 2,5/16/2024,2024,2h,R,62
86,Force of Nature: The Dry 2,5/17/2024,2024,2h,R,62
86,Force of Nature: The Dry 2,5/18/2024,2024,2h,R,62
86,Force of Nature: The Dry 2,5/19/2024,2024,2h,R,62
100,Force of Nature: The Dry 2,5/29/2024,2024,2h,R,62
100,Force of Nature: The Dry 2,5/30/2024,2024,2h,R,62
87,Chief of Station,5/13/2024,2024,1h 37m,,46
87,Chief of Station,5/14/2024,2024,1h 37m,,46
87,Chief of Station,5/15/2024,2024,1h 37m,,46
87,Chief of Station,5/16/2024,2024,1h 37m,,46
87,Chief of Station,5/17/2024,2024,1h 37m,,46
87,Chief of Station,5/18/2024,2024,1h 37m,,46
87,Chief of Station,5/19/2024,2024,1h 37m,,46
88,New Life,5/13/2024,2023,1h 25m,,55
88,New Life,5/14/2024,2023,1h 25m,,55
88,New Life,5/15/2024,2023,1h 25m,,55
88,New Life,5/16/2024,2023,1h 25m,,55
88,New Life,5/17/2024,2023,1h 25m,,55
88,New Life,5/18/2024,2023,1h 25m,,55
88,New Life,5/19/2024,2023,1h 25m,,55
90,O Senhor dos Anéis: A Sociedade do Anel,5/13/2024,2001,2h 58m,12,89
90,O Senhor dos Anéis: A Sociedade do Anel,5/14/2024,2001,2h 58m,12,89
90,O Senhor dos Anéis: A Sociedade do Anel,5/15/2024,2001,2h 58m,12,89
90,O Senhor dos Anéis: A Sociedade do Anel,5/16/2024,2001,2h 58m,12,89
90,O Senhor dos Anéis: A Sociedade do Anel,5/17/2024,2001,2h 58m,12,89
90,O Senhor dos Anéis: A Sociedade do Anel,5/18/2024,2001,2h 58m,12,89
90,O Senhor dos Anéis: A Sociedade do Anel,5/19/2024,2001,2h 58m,12,89
98,O Senhor dos Anéis: A Sociedade do Anel,5/21/2024,2001,2h 58m,12,89
98,O Senhor dos Anéis: A Sociedade do Anel,5/22/2024,2001,2h 58m,12,89
98,O Senhor dos Anéis: A Sociedade do Anel,5/23/2024,2001,2h 58m,12,89
98,O Senhor dos Anéis: A Sociedade do Anel,5/24/2024,2001,2h 58m,12,89
98,O Senhor dos Anéis: A Sociedade do Anel,5/25/2024,2001,2h 58m,12,89
98,O Senhor dos Anéis: A Sociedade do Anel,5/26/2024,2001,2h 58m,12,89
94,I Saw the TV Glow,5/13/2024,2024,1h 40m,PG-13,66
94,I Saw the TV Glow,5/14/2024,2024,1h 40m,PG-13,66
94,I Saw the TV Glow,5/15/2024,2024,1h 40m,PG-13,66
94,I Saw the TV Glow,5/16/2024,2024,1h 40m,PG-13,66
94,I Saw the TV Glow,5/17/2024,2024,1h 40m,PG-13,66
94,I Saw the TV Glow,5/18/2024,2024,1h 40m,PG-13,66
94,I Saw the TV Glow,5/19/2024,2024,1h 40m,PG-13,66
49,I Saw the TV Glow,5/21/2024,2024,1h 40m,PG-13,66
49,I Saw the TV Glow,5/22/2024,2024,1h 40m,PG-13,66
49,I Saw the TV Glow,5/23/2024,2024,1h 40m,PG-13,66
49,I Saw the TV Glow,5/24/2024,2024,1h 40m,PG-13,66
49,I Saw the TV Glow,5/25/2024,2024,1h 40m,PG-13,66
49,I Saw the TV Glow,5/26/2024,2024,1h 40m,PG-13,66
47,I Saw the TV Glow,5/29/2024,2024,1h 40m,PG-13,66
47,I Saw the TV Glow,5/30/2024,2024,1h 40m,PG-13,66
12,Wicked,5/21/2024,2024,,,NULL
12,Wicked,5/22/2024,2024,,,NULL
12,Wicked,5/23/2024,2024,,,NULL
12,Wicked,5/24/2024,2024,,,NULL
12,Wicked,5/25/2024,2024,,,NULL
12,Wicked,5/26/2024,2024,,,NULL
20,Wicked,5/29/2024,2024,,,NULL
20,Wicked,5/30/2024,2024,,,NULL
31,Sting: Aranha Assassina,5/21/2024,2024,1h 32m,R,58
31,Sting: Aranha Assassina,5/22/2024,2024,1h 32m,R,58
31,Sting: Aranha Assassina,5/23/2024,2024,1h 32m,R,58
31,Sting: Aranha Assassina,5/24/2024,2024,1h 32m,R,58
31,Sting: Aranha Assassina,5/25/2024,2024,1h 32m,R,58
31,Sting: Aranha Assassina,5/26/2024,2024,1h 32m,R,58
57,Sting: Aranha Assassina,5/29/2024,2024,1h 32m,R,58
57,Sting: Aranha Assassina,5/30/2024,2024,1h 32m,R,58
37,The Last Stop in Yuma County,5/21/2024,2023,1h 30m,R,70
37,The Last Stop in Yuma County,5/22/2024,2023,1h 30m,R,70
37,The Last Stop in Yuma County,5/23/2024,2023,1h 30m,R,70
37,The Last Stop in Yuma County,5/24/2024,2023,1h 30m,R,70
37,The Last Stop in Yuma County,5/25/2024,2023,1h 30m,R,70
37,The Last Stop in Yuma County,5/26/2024,2023,1h 30m,R,70
69,The Last Stop in Yuma County,5/29/2024,2023,1h 30m,R,70
69,The Last Stop in Yuma County,5/30/2024,2023,1h 30m,R,70
42,O Entregador,5/21/2024,2024,1h 41m,16,60
42,O Entregador,5/22/2024,2024,1h 41m,16,60
42,O Entregador,5/23/2024,2024,1h 41m,16,60
42,O Entregador,5/24/2024,2024,1h 41m,16,60
42,O Entregador,5/25/2024,2024,1h 41m,16,60
42,O Entregador,5/26/2024,2024,1h 41m,16,60
57,Incêndios,5/21/2024,2010,2h 11m,14,83
57,Incêndios,5/22/2024,2010,2h 11m,14,83
57,Incêndios,5/23/2024,2010,2h 11m,14,83
57,Incêndios,5/24/2024,2010,2h 11m,14,83
57,Incêndios,5/25/2024,2010,2h 11m,14,83
57,Incêndios,5/26/2024,2010,2h 11m,14,83
58,Manjummel Boys,5/21/2024,2024,2h 15m,,84
58,Manjummel Boys,5/22/2024,2024,2h 15m,,84
58,Manjummel Boys,5/23/2024,2024,2h 15m,,84
58,Manjummel Boys,5/24/2024,2024,2h 15m,,84
58,Manjummel Boys,5/25/2024,2024,2h 15m,,84
58,Manjummel Boys,5/26/2024,2024,2h 15m,,84
90,Manjummel Boys,5/29/2024,2024,2h 15m,,84
90,Manjummel Boys,5/30/2024,2024,2h 15m,,84
59,Horizon: An American Saga - Chapter 1,5/21/2024,2024,3h 1m,R,82
59,Horizon: An American Saga - Chapter 1,5/22/2024,2024,3h 1m,R,82
59,Horizon: An American Saga - Chapter 1,5/23/2024,2024,3h 1m,R,82
59,Horizon: An American Saga - Chapter 1,5/24/2024,2024,3h 1m,R,82
59,Horizon: An American Saga - Chapter 1,5/25/2024,2024,3h 1m,R,82
59,Horizon: An American Saga - Chapter 1,5/26/2024,2024,3h 1m,R,82
6,Horizon: An American Saga - Chapter 1,5/29/2024,2024,3h 1m,R,82
6,Horizon: An American Saga - Chapter 1,5/30/2024,2024,3h 1m,R,82
70,Os Estranhos,5/21/2024,2008,1h 26m,16,61
70,Os Estranhos,5/22/2024,2008,1h 26m,16,61
70,Os Estranhos,5/23/2024,2008,1h 26m,16,61
70,Os Estranhos,5/24/2024,2008,1h 26m,16,61
70,Os Estranhos,5/25/2024,2008,1h 26m,16,61
70,Os Estranhos,5/26/2024,2008,1h 26m,16,61
73,Os Estranhos,5/29/2024,2008,1h 26m,16,61
73,Os Estranhos,5/30/2024,2008,1h 26m,16,61
74,Divertida Mente 2,5/21/2024,2024,1h 40m,PG,NULL
74,Divertida Mente 2,5/22/2024,2024,1h 40m,PG,NULL
74,Divertida Mente 2,5/23/2024,2024,1h 40m,PG,NULL
74,Divertida Mente 2,5/24/2024,2024,1h 40m,PG,NULL
74,Divertida Mente 2,5/25/2024,2024,1h 40m,PG,NULL
74,Divertida Mente 2,5/26/2024,2024,1h 40m,PG,NULL
62,Divertida Mente 2,5/29/2024,2024,1h 40m,PG,NULL
62,Divertida Mente 2,5/30/2024,2024,1h 40m,PG,NULL
77,Bad Boys: Até o Fim,5/21/2024,2024,1h 50m,16,NULL
77,Bad Boys: Até o Fim,5/22/2024,2024,1h 50m,16,NULL
77,Bad Boys: Até o Fim,5/23/2024,2024,1h 50m,16,NULL
77,Bad Boys: Até o Fim,5/24/2024,2024,1h 50m,16,NULL
77,Bad Boys: Até o Fim,5/25/2024,2024,1h 50m,16,NULL
77,Bad Boys: Até o Fim,5/26/2024,2024,1h 50m,16,NULL
59,Bad Boys: Até o Fim,5/29/2024,2024,1h 50m,16,NULL
59,Bad Boys: Até o Fim,5/30/2024,2024,1h 50m,16,NULL
79,Meu Nome Era Eileen,5/21/2024,2023,1h 37m,16,60
79,Meu Nome Era Eileen,5/22/2024,2023,1h 37m,16,60
79,Meu Nome Era Eileen,5/23/2024,2023,1h 37m,16,60
79,Meu Nome Era Eileen,5/24/2024,2023,1h 37m,16,60
79,Meu Nome Era Eileen,5/25/2024,2023,1h 37m,16,60
79,Meu Nome Era Eileen,5/26/2024,2023,1h 37m,16,60
81,Mad Max,5/21/2024,1979,1h 28m,16,68
81,Mad Max,5/22/2024,1979,1h 28m,16,68
