posicao,titulo,dataLeitura,ano,duracao,classificacao,nota
1,Guerra Civil,4/15/2024,2024,1h 49m,18,76
1,Guerra Civil,4/19/2024,2024,1h 49m,18,76
1,Guerra Civil,4/20/2024,2024,1h 49m,18,76
1,Guerra Civil,4/21/2024,2024,1h 49m,18,76
1,Guerra Civil,4/22/2024,2024,1h 49m,18,76
1,Guerra Civil,4/23/2024,2024,1h 49m,18,76
1,Guerra Civil,4/24/2024,2024,1h 49m,18,76
1,Guerra Civil,4/25/2024,2024,1h 49m,18,76
1,Guerra Civil,4/26/2024,2024,1h 49m,18,76
1,Guerra Civil,4/27/2024,2024,1h 49m,18,76
1,Guerra Civil,4/29/2024,2024,1h 49m,18,76
1,Guerra Civil,4/30/2024,2024,1h 49m,18,76
1,Guerra Civil,5/2/2024,2024,1h 49m,18,76
1,Guerra Civil,5/3/2024,2024,1h 49m,18,76
4,Guerra Civil,5/6/2024,2024,1h 49m,18,76
4,Guerra Civil,5/7/2024,2024,1h 49m,18,76
4,Guerra Civil,5/8/2024,2024,1h 49m,18,76
4,Guerra Civil,5/9/2024,2024,1h 49m,18,76
4,Guerra Civil,5/11/2024,2024,1h 49m,18,76
7,Guerra Civil,5/13/2024,2024,1h 49m,18,76
7,Guerra Civil,5/14/2024,2024,1h 49m,18,76
7,Guerra Civil,5/15/2024,2024,1h 49m,18,76
7,Guerra Civil,5/16/2024,2024,1h 49m,18,76
7,Guerra Civil,5/17/2024,2024,1h 49m,18,76
7,Guerra Civil,5/18/2024,2024,1h 49m,18,76
7,Guerra Civil,5/19/2024,2024,1h 49m,18,76
16,Guerra Civil,5/21/2024,2024,1h 49m,18,76
16,Guerra Civil,5/22/2024,2024,1h 49m,18,76
16,Guerra Civil,5/23/2024,2024,1h 49m,18,76
16,Guerra Civil,5/24/2024,2024,1h 49m,18,76
16,Guerra Civil,5/25/2024,2024,1h 49m,18,76
16,Guerra Civil,5/26/2024,2024,1h 49m,18,76
12,Guerra Civil,5/29/2024,2024,1h 49m,18,76
12,Guerra Civil,5/30/2024,2024,1h 49m,18,76
2,Duna: Parte 2,4/15/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/19/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/20/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/21/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/22/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/23/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/24/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/25/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/26/2024,2024,2h 46m,14,87
2,Duna: Parte 2,4/27/2024,2024,2h 46m,14,87
7,Duna: Parte 2,4/29/2024,2024,2h 46m,14,87
7,Duna: Parte 2,4/30/2024,2024,2h 46m,14,87
7,Duna: Parte 2,5/2/2024,2024,2h 46m,14,87
7,Duna: Parte 2,5/3/2024,2024,2h 46m,14,87
6,Duna: Parte 2,5/6/2024,2024,2h 46m,14,87
6,Duna: Parte 2,5/7/2024,2024,2h 46m,14,87
6,Duna: Parte 2,5/8/2024,2024,2h 46m,14,87
6,Duna: Parte 2,5/9/2024,2024,2h 46m,14,87
6,Duna: Parte 2,5/11/2024,2024,2h 46m,14,87
11,Duna: Parte 2,5/13/2024,2024,2h 46m,14,87
11,Duna: Parte 2,5/14/2024,2024,2h 46m,14,87
11,Duna: Parte 2,5/15/2024,2024,2h 46m,14,87
11,Duna: Parte 2,5/16/2024,2024,2h 46m,14,87
11,Duna: Parte 2,5/17/2024,2024,2h 46m,14,87
11,Duna: Parte 2,5/18/2024,2024,2h 46m,14,87
11,Duna: Parte 2,5/19/2024,2024,2h 46m,14,87
18,Duna: Parte 2,5/21/2024,2024,2h 46m,14,87
18,Duna: Parte 2,5/22/2024,2024,2h 46m,14,87
18,Duna: Parte 2,5/23/2024,2024,2h 46m,14,87
18,Duna: Parte 2,5/24/2024,2024,2h 46m,14,87
18,Duna: Parte 2,5/25/2024,2024,2h 46m,14,87
18,Duna: Parte 2,5/26/2024,2024,2h 46m,14,87
7,Duna: Parte 2,5/29/2024,2024,2h 46m,14,87
7,Duna: Parte 2,5/30/2024,2024,2h 46m,14,87
3,Coringa: Delírio a Dois,4/15/2024,2024,,R,NULL
3,Coringa: Delírio a Dois,4/19/2024,2024,,R,NULL
3,Coringa: Delírio a Dois,4/20/2024,2024,,R,NULL
3,Coringa: Delírio a Dois,4/21/2024,2024,,R,NULL
16,Coringa: Delírio a Dois,4/22/2024,2024,,R,NULL
16,Coringa: Delírio a Dois,4/23/2024,2024,,R,NULL
16,Coringa: Delírio a Dois,4/24/2024,2024,,R,NULL
16,Coringa: Delírio a Dois,4/25/2024,2024,,R,NULL
16,Coringa: Delírio a Dois,4/26/2024,2024,,R,NULL
16,Coringa: Delírio a Dois,4/27/2024,2024,,R,NULL
45,Coringa: Delírio a Dois,4/29/2024,2024,,R,NULL
45,Coringa: Delírio a Dois,4/30/2024,2024,,R,NULL
45,Coringa: Delírio a Dois,5/2/2024,2024,,R,NULL
45,Coringa: Delírio a Dois,5/3/2024,2024,,R,NULL
4,Fúria Primitiva,4/15/2024,2024,2h 1m,R,73
4,Fúria Primitiva,4/19/2024,2024,2h 1m,R,73
4,Fúria Primitiva,4/20/2024,2024,2h 1m,R,73
4,Fúria Primitiva,4/21/2024,2024,2h 1m,R,73
8,Fúria Primitiva,4/22/2024,2024,2h 1m,R,73
8,Fúria Primitiva,4/23/2024,2024,2h 1m,R,73
8,Fúria Primitiva,4/24/2024,2024,2h 1m,R,73
8,Fúria Primitiva,4/25/2024,2024,2h 1m,R,73
8,Fúria Primitiva,4/26/2024,2024,2h 1m,R,73
8,Fúria Primitiva,4/27/2024,2024,2h 1m,R,73
9,Fúria Primitiva,4/29/2024,2024,2h 1m,R,73
9,Fúria Primitiva,4/30/2024,2024,2h 1m,R,73
9,Fúria Primitiva,5/2/2024,2024,2h 1m,R,73
9,Fúria Primitiva,5/3/2024,2024,2h 1m,R,73
11,Fúria Primitiva,5/6/2024,2024,2h 1m,R,73
11,Fúria Primitiva,5/7/2024,2024,2h 1m,R,73
11,Fúria Primitiva,5/8/2024,2024,2h 1m,R,73
11,Fúria Primitiva,5/9/2024,2024,2h 1m,R,73
11,Fúria Primitiva,5/11/2024,2024,2h 1m,R,73
24,Fúria Primitiva,5/13/2024,2024,2h 1m,R,73
24,Fúria Primitiva,5/14/2024,2024,2h 1m,R,73
24,Fúria Primitiva,5/15/2024,2024,2h 1m,R,73
24,Fúria Primitiva,5/16/2024,2024,2h 1m,R,73
24,Fúria Primitiva,5/17/2024,2024,2h 1m,R,73
24,Fúria Primitiva,5/18/2024,2024,2h 1m,R,73
24,Fúria Primitiva,5/19/2024,2024,2h 1m,R,73
39,Fúria Primitiva,5/21/2024,2024,2h 1m,R,73
39,Fúria Primitiva,5/22/2024,2024,2h 1m,R,73
39,Fúria Primitiva,5/23/2024,2024,2h 1m,R,73
39,Fúria Primitiva,5/24/2024,2024,2h 1m,R,73
39,Fúria Primitiva,5/25/2024,2024,2h 1m,R,73
39,Fúria Primitiva,5/26/2024,2024,2h 1m,R,73
56,Fúria Primitiva,5/29/2024,2024,2h 1m,R,73
56,Fúria Primitiva,5/30/2024,2024,2h 1m,R,73
5,Godzilla e Kong: O Novo Império,4/15/2024,2024,1h 55m,12,65
5,Godzilla e Kong: O Novo Império,4/19/2024,2024,1h 55m,12,65
5,Godzilla e Kong: O Novo Império,4/20/2024,2024,1h 55m,12,65
5,Godzilla e Kong: O Novo Império,4/21/2024,2024,1h 55m,12,65
6,Godzilla e Kong: O Novo Império,4/22/2024,2024,1h 55m,12,65
6,Godzilla e Kong: O Novo Império,4/23/2024,2024,1h 55m,12,65
6,Godzilla e Kong: O Novo Império,4/24/2024,2024,1h 55m,12,65
6,Godzilla e Kong: O Novo Império,4/25/2024,2024,1h 55m,12,65
6,Godzilla e Kong: O Novo Império,4/26/2024,2024,1h 55m,12,65
6,Godzilla e Kong: O Novo Império,4/27/2024,2024,1h 55m,12,65
15,Godzilla e Kong: O Novo Império,4/29/2024,2024,1h 55m,12,65
15,Godzilla e Kong: O Novo Império,4/30/2024,2024,1h 55m,12,65
15,Godzilla e Kong: O Novo Império,5/2/2024,2024,1h 55m,12,65
15,Godzilla e Kong: O Novo Império,5/3/2024,2024,1h 55m,12,65
22,Godzilla e Kong: O Novo Império,5/6/2024,2024,1h 55m,12,65
22,Godzilla e Kong: O Novo Império,5/7/2024,2024,1h 55m,12,65
22,Godzilla e Kong: O Novo Império,5/8/2024,2024,1h 55m,12,65
22,Godzilla e Kong: O Novo Império,5/9/2024,2024,1h 55m,12,65
22,Godzilla e Kong: O Novo Império,5/11/2024,2024,1h 55m,12,65
27,Godzilla e Kong: O Novo Império,5/13/2024,2024,1h 55m,12,65
27,Godzilla e Kong: O Novo Império,5/14/2024,2024,1h 55m,12,65
27,Godzilla e Kong: O Novo Império,5/15/2024,2024,1h 55m,12,65
27,Godzilla e Kong: O Novo Império,5/16/2024,2024,1h 55m,12,65
27,Godzilla e Kong: O Novo Império,5/17/2024,2024,1h 55m,12,65
27,Godzilla e Kong: O Novo Império,5/18/2024,2024,1h 55m,12,65
27,Godzilla e Kong: O Novo Império,5/19/2024,2024,1h 55m,12,65
11,Godzilla e Kong: O Novo Império,5/21/2024,2024,1h 55m,12,65
11,Godzilla e Kong: O Novo Império,5/22/2024,2024,1h 55m,12,65
11,Godzilla e Kong: O Novo Império,5/23/2024,2024,1h 55m,12,65
11,Godzilla e Kong: O Novo Império,5/24/2024,2024,1h 55m,12,65
11,Godzilla e Kong: O Novo Império,5/25/2024,2024,1h 55m,12,65
11,Godzilla e Kong: O Novo Império,5/26/2024,2024,1h 55m,12,65
16,Godzilla e Kong: O Novo Império,5/29/2024,2024,1h 55m,12,65
16,Godzilla e Kong: O Novo Império,5/30/2024,2024,1h 55m,12,65
6,A Grande Entrevista,4/15/2024,2024,1h 42m,16,66
6,A Grande Entrevista,4/19/2024,2024,1h 42m,16,66
6,A Grande Entrevista,4/20/2024,2024,1h 42m,16,66
6,A Grande Entrevista,4/21/2024,2024,1h 42m,16,66
28,A Grande Entrevista,4/22/2024,2024,1h 42m,16,66
28,A Grande Entrevista,4/23/2024,2024,1h 42m,16,66
28,A Grande Entrevista,4/24/2024,2024,1h 42m,16,66
28,A Grande Entrevista,4/25/2024,2024,1h 42m,16,66
28,A Grande Entrevista,4/26/2024,2024,1h 42m,16,66
28,A Grande Entrevista,4/27/2024,2024,1h 42m,16,66
59,A Grande Entrevista,4/29/2024,2024,1h 42m,16,66
59,A Grande Entrevista,4/30/2024,2024,1h 42m,16,66
59,A Grande Entrevista,5/2/2024,2024,1h 42m,16,66
59,A Grande Entrevista,5/3/2024,2024,1h 42m,16,66
7,Matador de Aluguel,4/15/2024,2024,2h 1m,16,62
7,Matador de Aluguel,4/19/2024,2024,2h 1m,16,62
7,Matador de Aluguel,4/20/2024,2024,2h 1m,16,62
7,Matador de Aluguel,4/21/2024,2024,2h 1m,16,62
9,Matador de Aluguel,4/22/2024,2024,2h 1m,16,62
9,Matador de Aluguel,4/23/2024,2024,2h 1m,16,62
9,Matador de Aluguel,4/24/2024,2024,2h 1m,16,62
9,Matador de Aluguel,4/25/2024,2024,2h 1m,16,62
9,Matador de Aluguel,4/26/2024,2024,2h 1m,16,62
9,Matador de Aluguel,4/27/2024,2024,2h 1m,16,62
18,Matador de Aluguel,4/29/2024,2024,2h 1m,16,62
18,Matador de Aluguel,4/30/2024,2024,2h 1m,16,62
18,Matador de Aluguel,5/2/2024,2024,2h 1m,16,62
18,Matador de Aluguel,5/3/2024,2024,2h 1m,16,62
29,Matador de Aluguel,5/6/2024,2024,2h 1m,16,62
29,Matador de Aluguel,5/7/2024,2024,2h 1m,16,62
29,Matador de Aluguel,5/8/2024,2024,2h 1m,16,62
29,Matador de Aluguel,5/9/2024,2024,2h 1m,16,62
29,Matador de Aluguel,5/11/2024,2024,2h 1m,16,62
40,Matador de Aluguel,5/13/2024,2024,2h 1m,16,62
40,Matador de Aluguel,5/14/2024,2024,2h 1m,16,62
40,Matador de Aluguel,5/15/2024,2024,2h 1m,16,62
40,Matador de Aluguel,5/16/2024,2024,2h 1m,16,62
40,Matador de Aluguel,5/17/2024,2024,2h 1m,16,62
40,Matador de Aluguel,5/18/2024,2024,2h 1m,16,62
40,Matador de Aluguel,5/19/2024,2024,2h 1m,16,62
45,Matador de Aluguel,5/21/2024,2024,2h 1m,16,62
45,Matador de Aluguel,5/22/2024,2024,2h 1m,16,62
45,Matador de Aluguel,5/23/2024,2024,2h 1m,16,62
45,Matador de Aluguel,5/24/2024,2024,2h 1m,16,62
45,Matador de Aluguel,5/25/2024,2024,2h 1m,16,62
45,Matador de Aluguel,5/26/2024,2024,2h 1m,16,62
49,Matador de Aluguel,5/29/2024,2024,2h 1m,16,62
49,Matador de Aluguel,5/30/2024,2024,2h 1m,16,62
8,A Primeira Profecia,4/15/2024,2024,1h 59m,18,69
8,A Primeira Profecia,4/19/2024,2024,1h 59m,18,69
8,A Primeira Profecia,4/20/2024,2024,1h 59m,18,69
8,A Primeira Profecia,4/21/2024,2024,1h 59m,18,69
18,A Primeira Profecia,4/22/2024,2024,1h 59m,18,69
18,A Primeira Profecia,4/23/2024,2024,1h 59m,18,69
18,A Primeira Profecia,4/24/2024,2024,1h 59m,18,69
18,A Primeira Profecia,4/25/2024,2024,1h 59m,18,69
18,A Primeira Profecia,4/26/2024,2024,1h 59m,18,69
18,A Primeira Profecia,4/27/2024,2024,1h 59m,18,69
35,A Primeira Profecia,4/29/2024,2024,1h 59m,18,69
35,A Primeira Profecia,4/30/2024,2024,1h 59m,18,69
35,A Primeira Profecia,5/2/2024,2024,1h 59m,18,69
35,A Primeira Profecia,5/3/2024,2024,1h 59m,18,69
43,A Primeira Profecia,5/6/2024,2024,1h 59m,18,69
43,A Primeira Profecia,5/7/2024,2024,1h 59m,18,69
43,A Primeira Profecia,5/8/2024,2024,1h 59m,18,69
43,A Primeira Profecia,5/9/2024,2024,1h 59m,18,69
43,A Primeira Profecia,5/11/2024,2024,1h 59m,18,69
96,A Primeira Profecia,5/13/2024,2024,1h 59m,18,69
96,A Primeira Profecia,5/14/2024,2024,1h 59m,18,69
96,A Primeira Profecia,5/15/2024,2024,1h 59m,18,69
96,A Primeira Profecia,5/16/2024,2024,1h 59m,18,69
96,A Primeira Profecia,5/17/2024,2024,1h 59m,18,69
96,A Primeira Profecia,5/18/2024,2024,1h 59m,18,69
96,A Primeira Profecia,5/19/2024,2024,1h 59m,18,69
9,Abigail,4/15/2024,2024,1h 49m,R,64
9,Abigail,4/19/2024,2024,1h 49m,R,64
9,Abigail,4/20/2024,2024,1h 49m,R,64
9,Abigail,4/21/2024,2024,1h 49m,R,64
5,Abigail,4/22/2024,2024,1h 49m,R,64
5,Abigail,4/23/2024,2024,1h 49m,R,64
5,Abigail,4/24/2024,2024,1h 49m,R,64
5,Abigail,4/25/2024,2024,1h 49m,R,64
5,Abigail,4/26/2024,2024,1h 49m,R,64
5,Abigail,4/27/2024,2024,1h 49m,R,64
4,Abigail,4/29/2024,2024,1h 49m,R,64
4,Abigail,4/30/2024,2024,1h 49m,R,64
4,Abigail,5/2/2024,2024,1h 49m,R,64
4,Abigail,5/3/2024,2024,1h 49m,R,64
13,Abigail,5/6/2024,2024,1h 49m,R,64
13,Abigail,5/7/2024,2024,1h 49m,R,64
13,Abigail,5/8/2024,2024,1h 49m,R,64
13,Abigail,5/9/2024,2024,1h 49m,R,64
13,Abigail,5/11/2024,2024,1h 49m,R,64
6,Abigail,5/13/2024,2024,1h 49m,R,64
6,Abigail,5/14/2024,2024,1h 49m,R,64
6,Abigail,5/15/2024,2024,1h 49m,R,64
6,Abigail,5/16/2024,2024,1h 49m,R,64
6,Abigail,5/17/2024,2024,1h 49m,R,64
6,Abigail,5/18/2024,2024,1h 49m,R,64
6,Abigail,5/19/2024,2024,1h 49m,R,64
10,Abigail,5/21/2024,2024,1h 49m,R,64
10,Abigail,5/22/2024,2024,1h 49m,R,64
10,Abigail,5/23/2024,2024,1h 49m,R,64
10,Abigail,5/24/2024,2024,1h 49m,R,64
10,Abigail,5/25/2024,2024,1h 49m,R,64
10,Abigail,5/26/2024,2024,1h 49m,R,64
19,Abigail,5/29/2024,2024,1h 49m,R,64
19,Abigail,5/30/2024,2024,1h 49m,R,64
10,Wish: O Poder dos Desejos,4/15/2024,2023,1h 35m,Livre,56
10,Wish: O Poder dos Desejos,4/19/2024,2023,1h 35m,Livre,56
10,Wish: O Poder dos Desejos,4/20/2024,2023,1h 35m,Livre,56
10,Wish: O Poder dos Desejos,4/21/2024,2023,1h 35m,Livre,56
26,Wish: O Poder dos Desejos,4/22/2024,2023,1h 35m,Livre,56
26,Wish: O Poder dos Desejos,4/23/2024,2023,1h 35m,Livre,56
26,Wish: O Poder dos Desejos,4/24/2024,2023,1h 35m,Livre,56
26,Wish: O Poder dos Desejos,4/25/2024,2023,1h 35m,Livre,56
26,Wish: O Poder dos Desejos,4/26/2024,2023,1h 35m,Livre,56
26,Wish: O Poder dos Desejos,4/27/2024,2023,1h 35m,Livre,56
36,Wish: O Poder dos Desejos,4/29/2024,2023,1h 35m,Livre,56
36,Wish: O Poder dos Desejos,4/30/2024,2023,1h 35m,Livre,56
36,Wish: O Poder dos Desejos,5/2/2024,2023,1h 35m,Livre,56
36,Wish: O Poder dos Desejos,5/3/2024,2023,1h 35m,Livre,56
54,Wish: O Poder dos Desejos,5/6/2024,2023,1h 35m,Livre,56
54,Wish: O Poder dos Desejos,5/7/2024,2023,1h 35m,Livre,56
54,Wish: O Poder dos Desejos,5/8/2024,2023,1h 35m,Livre,56
54,Wish: O Poder dos Desejos,5/9/2024,2023,1h 35m,Livre,56
54,Wish: O Poder dos Desejos,5/11/2024,2023,1h 35m,Livre,56
84,Wish: O Poder dos Desejos,5/13/2024,2023,1h 35m,Livre,56
84,Wish: O Poder dos Desejos,5/14/2024,2023,1h 35m,Livre,56
84,Wish: O Poder dos Desejos,5/15/2024,2023,1h 35m,Livre,56
84,Wish: O Poder dos Desejos,5/16/2024,2023,1h 35m,Livre,56
84,Wish: O Poder dos Desejos,5/17/2024,2023,1h 35m,Livre,56
84,Wish: O Poder dos Desejos,5/18/2024,2023,1h 35m,Livre,56
84,Wish: O Poder dos Desejos,5/19/2024,2023,1h 35m,Livre,56
11,Pobres Criaturas,4/15/2024,2023,2h 21m,18,79
11,Pobres Criaturas,4/19/2024,2023,2h 21m,18,79
11,Pobres Criaturas,4/20/2024,2023,2h 21m,18,79
11,Pobres Criaturas,4/21/2024,2023,2h 21m,18,79
12,Pobres Criaturas,4/22/2024,2023,2h 21m,18,79
12,Pobres Criaturas,4/23/2024,2023,2h 21m,18,79
12,Pobres Criaturas,4/24/2024,2023,2h 21m,18,79
12,Pobres Criaturas,4/25/2024,2023,2h 21m,18,79
12,Pobres Criaturas,4/26/2024,2023,2h 21m,18,79
12,Pobres Criaturas,4/27/2024,2023,2h 21m,18,79
17,Pobres Criaturas,4/29/2024,2023,2h 21m,18,79
17,Pobres Criaturas,4/30/2024,2023,2h 21m,18,79
17,Pobres Criaturas,5/2/2024,2023,2h 21m,18,79
17,Pobres Criaturas,5/3/2024,2023,2h 21m,18,79
23,Pobres Criaturas,5/6/2024,2023,2h 21m,18,79
23,Pobres Criaturas,5/7/2024,2023,2h 21m,18,79
23,Pobres Criaturas,5/8/2024,2023,2h 21m,18,79
23,Pobres Criaturas,5/9/2024,2023,2h 21m,18,79
23,Pobres Criaturas,5/11/2024,2023,2h 21m,18,79
28,Pobres Criaturas,5/13/2024,2023,2h 21m,18,79
28,Pobres Criaturas,5/14/2024,2023,2h 21m,18,79
28,Pobres Criaturas,5/15/2024,2023,2h 21m,18,79
28,Pobres Criaturas,5/16/2024,2023,2h 21m,18,79
28,Pobres Criaturas,5/17/2024,2023,2h 21m,18,79
28,Pobres Criaturas,5/18/2024,2023,2h 21m,18,79
28,Pobres Criaturas,5/19/2024,2023,2h 21m,18,79
34,Pobres Criaturas,5/21/2024,2023,2h 21m,18,79
34,Pobres Criaturas,5/22/2024,2023,2h 21m,18,79
34,Pobres Criaturas,5/23/2024,2023,2h 21m,18,79
34,Pobres Criaturas,5/24/2024,2023,2h 21m,18,79
34,Pobres Criaturas,5/25/2024,2023,2h 21m,18,79
34,Pobres Criaturas,5/26/2024,2023,2h 21m,18,79
35,Pobres Criaturas,5/29/2024,2023,2h 21m,18,79
35,Pobres Criaturas,5/30/2024,2023,2h 21m,18,79
12,Como Vender a Lua,4/15/2024,2024,,,NULL
12,Como Vender a Lua,4/19/2024,2024,,,NULL
12,Como Vender a Lua,4/20/2024,2024,,,NULL
12,Como Vender a Lua,4/21/2024,2024,,,NULL
89,Como Vender a Lua,4/22/2024,2024,,,NULL
89,Como Vender a Lua,4/23/2024,2024,,,NULL
89,Como Vender a Lua,4/24/2024,2024,,,NULL
89,Como Vender a Lua,4/25/2024,2024,,,NULL
89,Como Vender a Lua,4/26/2024,2024,,,NULL
89,Como Vender a Lua,4/27/2024,2024,,,NULL
13,Duna,4/15/2024,2021,2h 35m,14,80
13,Duna,4/19/2024,2021,2h 35m,14,80
13,Duna,4/20/2024,2021,2h 35m,14,80
13,Duna,4/21/2024,2021,2h 35m,14,80
19,Duna,4/22/2024,2021,2h 35m,14,80
19,Duna,4/23/2024,2021,2h 35m,14,80
19,Duna,4/24/2024,2021,2h 35m,14,80
19,Duna,4/25/2024,2021,2h 35m,14,80
19,Duna,4/26/2024,2021,2h 35m,14,80
19,Duna,4/27/2024,2021,2h 35m,14,80
20,Duna,4/29/2024,2021,2h 35m,14,80
20,Duna,4/30/2024,2021,2h 35m,14,80
20,Duna,5/2/2024,2021,2h 35m,14,80
20,Duna,5/3/2024,2021,2h 35m,14,80
31,Duna,5/6/2024,2021,2h 35m,14,80
31,Duna,5/7/2024,2021,2h 35m,14,80
31,Duna,5/8/2024,2021,2h 35m,14,80
31,Duna,5/9/2024,2021,2h 35m,14,80
31,Duna,5/11/2024,2021,2h 35m,14,80
45,Duna,5/13/2024,2021,2h 35m,14,80
45,Duna,5/14/2024,2021,2h 35m,14,80
45,Duna,5/15/2024,2021,2h 35m,14,80
45,Duna,5/16/2024,2021,2h 35m,14,80
45,Duna,5/17/2024,2021,2h 35m,14,80
45,Duna,5/18/2024,2021,2h 35m,14,80
45,Duna,5/19/2024,2021,2h 35m,14,80
46,Duna,5/21/2024,2021,2h 35m,14,80
46,Duna,5/22/2024,2021,2h 35m,14,80
46,Duna,5/23/2024,2021,2h 35m,14,80
46,Duna,5/24/2024,2021,2h 35m,14,80
46,Duna,5/25/2024,2021,2h 35m,14,80
46,Duna,5/26/2024,2021,2h 35m,14,80
32,Duna,5/29/2024,2021,2h 35m,14,80
32,Duna,5/30/2024,2021,2h 35m,14,80
14,Kung Fu Panda 4,4/15/2024,2024,1h 34m,Livre,64
14,Kung Fu Panda 4,4/19/2024,2024,1h 34m,Livre,64
14,Kung Fu Panda 4,4/20/2024,2024,1h 34m,Livre,64
14,Kung Fu Panda 4,4/21/2024,2024,1h 34m,Livre,64
17,Kung Fu Panda 4,4/22/2024,2024,1h 34m,Livre,64
17,Kung Fu Panda 4,4/23/2024,2024,1h 34m,Livre,64
17,Kung Fu Panda 4,4/24/2024,2024,1h 34m,Livre,64
17,Kung Fu Panda 4,4/25/2024,2024,1h 34m,Livre,64
17,Kung Fu Panda 4,4/26/2024,2024,1h 34m,Livre,64
17,Kung Fu Panda 4,4/27/2024,2024,1h 34m,Livre,64
29,Kung Fu Panda 4,4/29/2024,2024,1h 34m,Livre,64
29,Kung Fu Panda 4,4/30/2024,2024,1h 34m,Livre,64
29,Kung Fu Panda 4,5/2/2024,2024,1h 34m,Livre,64
29,Kung Fu Panda 4,5/3/2024,2024,1h 34m,Livre,64
40,Kung Fu Panda 4,5/6/2024,2024,1h 34m,Livre,64
40,Kung Fu Panda 4,5/7/2024,2024,1h 34m,Livre,64
40,Kung Fu Panda 4,5/8/2024,2024,1h 34m,Livre,64
40,Kung Fu Panda 4,5/9/2024,2024,1h 34m,Livre,64
40,Kung Fu Panda 4,5/11/2024,2024,1h 34m,Livre,64
53,Kung Fu Panda 4,5/13/2024,2024,1h 34m,Livre,64
53,Kung Fu Panda 4,5/14/2024,2024,1h 34m,Livre,64
53,Kung Fu Panda 4,5/15/2024,2024,1h 34m,Livre,64
53,Kung Fu Panda 4,5/16/2024,2024,1h 34m,Livre,64
53,Kung Fu Panda 4,5/17/2024,2024,1h 34m,Livre,64
53,Kung Fu Panda 4,5/18/2024,2024,1h 34m,Livre,64
53,Kung Fu Panda 4,5/19/2024,2024,1h 34m,Livre,64
61,Kung Fu Panda 4,5/21/2024,2024,1h 34m,Livre,64
61,Kung Fu Panda 4,5/22/2024,2024,1h 34m,Livre,64
61,Kung Fu Panda 4,5/23/2024,2024,1h 34m,Livre,64
61,Kung Fu Panda 4,5/24/2024,2024,1h 34m,Livre,64
61,Kung Fu Panda 4,5/25/2024,2024,1h 34m,Livre,64
61,Kung Fu Panda 4,5/26/2024,2024,1h 34m,Livre,64
97,Kung Fu Panda 4,5/29/2024,2024,1h 34m,Livre,64
97,Kung Fu Panda 4,5/30/2024,2024,1h 34m,Livre,64
15,Speak No Evil,4/15/2024,2024,,R,NULL
15,Speak No Evil,4/19/2024,2024,,R,NULL
15,Speak No Evil,4/20/2024,2024,,R,NULL
15,Speak No Evil,4/21/2024,2024,,R,NULL
21,Speak No Evil,4/22/2024,2024,,R,NULL
21,Speak No Evil,4/23/2024,2024,,R,NULL
21,Speak No Evil,4/24/2024,2024,,R,NULL
21,Speak No Evil,4/25/2024,2024,,R,NULL
21,Speak No Evil,4/26/2024,2024,,R,NULL
21,Speak No Evil,4/27/2024,2024,,R,NULL
16,Ghostbusters: Apocalipse de Gelo,4/15/2024,2024,1h 55m,12,64
16,Ghostbusters: Apocalipse de Gelo,4/19/2024,2024,1h 55m,12,64
16,Ghostbusters: Apocalipse de Gelo,4/20/2024,2024,1h 55m,12,64
16,Ghostbusters: Apocalipse de Gelo,4/21/2024,2024,1h 55m,12,64
20,Ghostbusters: Apocalipse de Gelo,4/22/2024,2024,1h 55m,12,64
20,Ghostbusters: Apocalipse de Gelo,4/23/2024,2024,1h 55m,12,64
20,Ghostbusters: Apocalipse de Gelo,4/24/2024,2024,1h 55m,12,64
20,Ghostbusters: Apocalipse de Gelo,4/25/2024,2024,1h 55m,12,64
20,Ghostbusters: Apocalipse de Gelo,4/26/2024,2024,1h 55m,12,64
20,Ghostbusters: Apocalipse de Gelo,4/27/2024,2024,1h 55m,12,64
28,Ghostbusters: Apocalipse de Gelo,4/29/2024,2024,1h 55m,12,64
28,Ghostbusters: Apocalipse de Gelo,4/30/2024,2024,1h 55m,12,64
28,Ghostbusters: Apocalipse de Gelo,5/2/2024,2024,1h 55m,12,64
28,Ghostbusters: Apocalipse de Gelo,5/3/2024,2024,1h 55m,12,64
39,Ghostbusters: Apocalipse de Gelo,5/6/2024,2024,1h 55m,12,64
39,Ghostbusters: Apocalipse de Gelo,5/7/2024,2024,1h 55m,12,64
39,Ghostbusters: Apocalipse de Gelo,5/8/2024,2024,1h 55m,12,64
39,Ghostbusters: Apocalipse de Gelo,5/9/2024,2024,1h 55m,12,64
39,Ghostbusters: Apocalipse de Gelo,5/11/2024,2024,1h 55m,12,64
14,Ghostbusters: Apocalipse de Gelo,5/13/2024,2024,1h 55m,12,64
14,Ghostbusters: Apocalipse de Gelo,5/14/2024,2024,1h 55m,12,64
14,Ghostbusters: Apocalipse de Gelo,5/15/2024,2024,1h 55m,12,64
